Year ,Site_id,Region,Site Type,PM10 Daily Measured,PM2.5 Daily Measured,PM10 Hourly Measured,PM2.5 Hourly Measured,NO2,SO2,O3,Total Days
2010,ABD,Aberdeen,Urban Background,n/m,n/m,1,0,-,n/m,0,1
2010,ARM6,Armagh Roadside,Urban Traffic,n/m,n/m,35,n/m,0,n/m,n/m,35
2010,BEL2,Belfast Centre,Urban Background,n/m,n/m,-,15,0,0,1,16
2010,BIR1,Birmingham Tyburn,Urban Background,n/m,n/m,-,-,4,0,8,12
2010,BIRT,Birmingham Tyburn Roadside,Urban Traffic,n/m,n/m,1,8,1,n/m,4,13
2010,BRS8,Bristol St Paul's,Urban Background,n/m,n/m,4,16,0,0,8,23
2010,BURY,Bury Roadside,Urban Traffic,n/m,n/m,2,6,9,n/m,n/m,13
2010,CA1,Camden Kerbside,Urban Traffic,n/m,n/m,10,-,37,n/m,n/m,45
2010,CARD,Cardiff Centre,Urban Background,n/m,n/m,-,6,0,0,4,10
2010,CARL,Carlisle Roadside,Urban Traffic,n/m,n/m,16,17,0,n/m,n/m,23
2010,CHAT,Chatham Roadside,Urban Traffic,n/m,n/m,-,-,-,n/m,n/m,-
2010,CHP,Chepstow A48,Urban Traffic,n/m,n/m,-,-,0,n/m,n/m,0
2010,CHS6,Chesterfield,Urban Background,n/m,n/m,8,10,0,n/m,n/m,11
2010,CHS7,Chesterfield Roadside,Urban Traffic,n/m,n/m,-,8,0,n/m,n/m,8
2010,DERY,Derry,Urban Background,n/m,n/m,-,-,0,0,-,0
2010,EB,Eastbourne,Urban Background,n/m,n/m,-,9,-,n/m,n/m,9
2010,ED3,Edinburgh St Leonards,Urban Background,n/m,n/m,0,0,0,0,0,0
2010,GLA3,Glasgow Centre,Urban Background,n/m,n/m,-,17,10,0,0,19
2010,GLA4,Glasgow Kerbside,Urban Traffic,n/m,n/m,25,46,42,n/m,n/m,72
2010,GRAN,Grangemouth,Urban Industrial,n/m,n/m,1,4,0,16,n/m,20
2010,HG1,Haringey Roadside,Urban Traffic,n/m,n/m,9,21,0,n/m,n/m,21
2010,HUL2,Hull Freetown,Urban Background,n/m,n/m,4,6,2,0,0,7
2010,INV2,Inverness,Urban Traffic,2,0,n/m,n/m,0,n/m,n/m,2
2010,LEAM,Leamington Spa,Urban Background,n/m,n/m,1,11,0,0,11,22
2010,LEED,Leeds Centre,Urban Background,n/m,n/m,4,13,1,0,2,16
2010,LED6,Leeds Headingley Kerbside,Urban Traffic,n/m,n/m,-,19,0,n/m,n/m,19
2010,LEIC,Leicester Centre,Urban Background,n/m,n/m,3,-,0,0,0,3
2010,LVP,Liverpool Speke,Urban Background,n/m,n/m,2,4,0,1,9,14
2010,CLL2,London Bloomsbury,Urban Background,n/m,n/m,2,12,1,0,1,14
2010,HRL,London Harlington,Urban Industrial,n/m,n/m,1,7,0,n/m,8,15
2010,MY1,London Marylebone Road,Urban Traffic,15,-,22,-,133,0,0,140
2010,KC1,London N. Kensington,Urban Background,2,6,-,10,0,0,5,16
2010,MID,Middlesbrough,Urban Background,n/m,n/m,0,1,0,0,3,4
2010,NEWC,Newcastle Centre,Urban Background,n/m,n/m,0,3,0,0,4,7
2010,NPT3,Newport,Urban Background,n/m,n/m,-,9,3,n/m,n/m,12
2010,NO12,Norwich Lakenfields,Urban Background,n/m,n/m,4,12,0,0,6,18
2010,NOTT,Nottingham Centre,Urban Background,n/m,n/m,12,14,2,0,4,20
2010,OX8,Oxford St Ebbes,Urban Background,n/m,n/m,1,12,0,n/m,n/m,12
2010,PLYM,Plymouth Centre,Urban Background,n/m,n/m,-,2,0,n/m,0,2
2010,PT4,Port Talbot Margam,Urban Industrial,11,-,-,0,0,1,6,16
2010,PMTH,Portsmouth,Urban Background,n/m,n/m,-,-,0,n/m,5,5
2010,REA1,Reading New Town,Urban Background,n/m,n/m,-,5,-,n/m,11,16
2010,ECCL,Salford Eccles,Urban Industrial,n/m,n/m,3,8,2,0,3,13
2010,SALT,Saltash Roadside,Urban Traffic,n/m,n/m,-,-,n/m,n/m,n/m,-
2010,SDY,Sandy Roadside,Urban Traffic,n/m,n/m,2,14,1,n/m,n/m,15
2010,SCN2,Scunthorpe Town,Urban Industrial,n/m,n/m,11,n/m,0,0,n/m,11
2010,SHE2,Sheffield Centre,Urban Background,n/m,n/m,10,15,1,0,2,18
2010,SOUT,Southampton Centre,Urban Background,n/m,n/m,1,6,0,0,-,6
2010,HOPE,Stanford-le-Hope Roadside,Urban Traffic,n/m,n/m,4,-,0,0,n/m,4
2010,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,n/m,n/m,1,2,1,n/m,n/m,4
2010,STOK,Stoke-on-Trent Centre,Urban Background,n/m,n/m,5,12,0,n/m,2,14
2010,STOR,Storrington Roadside,Urban Traffic,n/m,n/m,2,7,0,n/m,n/m,7
2010,SWA1,Swansea Roadside,Urban Traffic,n/m,n/m,0,0,0,n/m,n/m,0
2010,THUR,Thurrock,Urban Background,n/m,n/m,7,n/m,0,0,7,14
2010,WAR,Warrington,Urban Background,n/m,n/m,-,12,3,n/m,n/m,13
2010,WREX,Wrexham,Urban Traffic,0,5,n/m,n/m,0,0,n/m,5
2010,YK10,York Bootham,Urban Background,n/m,n/m,3,7,n/m,n/m,n/m,7
2010,YK11,York Fishergate,Urban Traffic,n/m,n/m,3,n/m,0,n/m,n/m,3
2010,AH,Aston Hill,Rural Background,n/m,n/m,n/m,n/m,0,n/m,6,6
2010,ACTH,Auchencorth Moss,Rural Background,0,0,-,-,n/m,n/m,3,3
2010,BUSH,Bush Estate,Rural Background,n/m,n/m,n/m,n/m,0,n/m,1,1
2010,MACK,Charlton Mackrell,Rural Background,n/m,n/m,n/m,n/m,-,n/m,16,16
2010,ESK,Eskdalemuir,Rural Background,n/m,n/m,n/m,n/m,0,n/m,2,2
2010,GDF,Great Dun Fell,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,1,1
2010,HAR,Harwell,Rural Background,0,3,3,5,0,0,15,20
2010,HM,High Muffles,Rural Background,n/m,n/m,n/m,n/m,0,n/m,8,8
2010,LB,Ladybower,Rural Background,n/m,n/m,n/m,n/m,0,0,10,10
2010,LERW,Lerwick,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,1,1
2010,LN,Lough Navar,Rural Background,n/m,n/m,0,n/m,n/m,n/m,11,11
2010,LH,Lullington Heath,Rural Background,n/m,n/m,n/m,n/m,0,0,-,0
2010,MKTH,Market Harborough,Rural Background,n/m,n/m,n/m,n/m,0,n/m,11,11
2010,PEMB,Narberth,Rural Background,n/m,n/m,-,n/m,0,0,7,7
2010,ROCH,Rochester Stoke,Rural Background,n/m,n/m,-,-,-,-,-,-
2010,SIB,Sibton,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,14,14
2010,OSY,St Osyth,Rural Background,n/m,n/m,n/m,n/m,0,n/m,5,5
2010,SV,Strathvaich,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,4,4
2010,WEYB,Weybourne,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,47,47
2010,WFEN,Wicken Fen,Rural Background,n/m,n/m,n/m,n/m,0,0,16,16
2010,YW,Yarner Wood,Rural Background,n/m,n/m,n/m,n/m,0,n/m,21,21
2011,ABD,Aberdeen,Urban Background,n/m,n/m,1,0,0,n/m,4,5
2011,ARM6,Armagh Roadside,Urban Traffic,n/m,n/m,15,n/m,0,n/m,n/m,15
2011,BEL2,Belfast Centre,Urban Background,n/m,n/m,-,12,0,0,4,15
2011,BIR1,Birmingham Tyburn,Urban Background,n/m,n/m,18,25,3,0,11,36
2011,BIRT,Birmingham Tyburn Roadside,Urban Traffic,n/m,n/m,18,21,2,n/m,5,26
2011,BRS8,Bristol St Paul's,Urban Background,n/m,n/m,-,17,0,0,9,26
2011,BURY,Bury Roadside,Urban Traffic,n/m,n/m,14,27,5,n/m,n/m,32
2011,CA1,Camden Kerbside,Urban Traffic,n/m,n/m,31,22,23,n/m,n/m,52
2011,CARD,Cardiff Centre,Urban Background,n/m,n/m,-,-,0,0,5,5
2011,CARL,Carlisle Roadside,Urban Traffic,n/m,n/m,11,11,0,n/m,n/m,15
2011,CHAT,Chatham Roadside,Urban Traffic,n/m,n/m,20,30,0,n/m,n/m,30
2011,CHP,Chepstow A48,Urban Traffic,n/m,n/m,10,20,0,n/m,n/m,20
2011,CHS6,Chesterfield,Urban Background,n/m,n/m,13,25,0,n/m,n/m,25
2011,CHS7,Chesterfield Roadside,Urban Traffic,n/m,n/m,-,15,0,n/m,n/m,15
2011,DERY,Derry,Urban Background,n/m,n/m,6,-,0,0,9,15
2011,EB,Eastbourne,Urban Background,n/m,n/m,-,29,-,n/m,n/m,29
2011,ED3,Edinburgh St Leonards,Urban Background,n/m,n/m,0,2,0,0,0,2
2011,GLA3,Glasgow Centre,Urban Background,n/m,n/m,2,8,0,0,2,9
2011,GLA4,Glasgow Kerbside,Urban Traffic,n/m,n/m,-,34,21,n/m,n/m,49
2011,GRAN,Grangemouth,Urban Industrial,n/m,n/m,2,5,0,18,n/m,23
2011,HG1,Haringey Roadside,Urban Traffic,n/m,n/m,-,-,-,n/m,n/m,-
2011,HUL2,Hull Freetown,Urban Background,n/m,n/m,8,18,0,0,-,18
2011,INV2,Inverness,Urban Traffic,0,0,n/m,n/m,0,n/m,n/m,0
2011,LEAM,Leamington Spa,Urban Background,n/m,n/m,-,-,0,0,24,24
2011,LEED,Leeds Centre,Urban Background,n/m,n/m,16,27,0,0,5,30
2011,LED6,Leeds Headingley Kerbside,Urban Traffic,n/m,n/m,26,35,0,n/m,n/m,38
2011,LEIC,Leicester Centre,Urban Background,n/m,n/m,8,20,-,0,2,20
2011,LVP,Liverpool Speke,Urban Background,n/m,n/m,8,18,0,1,12,27
2011,CLL2,London Bloomsbury,Urban Background,n/m,n/m,17,34,0,0,3,35
2011,HRL,London Harlington,Urban Industrial,n/m,n/m,-,24,0,n/m,11,32
2011,MY1,London Marylebone Road,Urban Traffic,34,35,57,51,82,0,-,120
2011,KC1,London N. Kensington,Urban Background,14,21,17,31,0,0,21,48
2011,MID,Middlesbrough,Urban Background,n/m,n/m,11,12,0,0,7,18
2011,NEWC,Newcastle Centre,Urban Background,n/m,n/m,6,13,0,0,1,15
2011,NPT3,Newport,Urban Background,n/m,n/m,8,-,0,n/m,n/m,8
2011,NO12,Norwich Lakenfields,Urban Background,n/m,n/m,12,23,0,0,3,25
2011,NOTT,Nottingham Centre,Urban Background,n/m,n/m,21,20,0,0,2,25
2011,OX8,Oxford St Ebbes,Urban Background,n/m,n/m,5,6,0,n/m,n/m,7
2011,PLYM,Plymouth Centre,Urban Background,n/m,n/m,7,10,0,n/m,3,13
2011,PT4,Port Talbot Margam,Urban Industrial,32,n/m,29,11,0,0,18,54
2011,PMTH,Portsmouth,Urban Background,n/m,n/m,-,21,0,n/m,9,29
2011,REA1,Reading New Town,Urban Background,n/m,n/m,8,18,0,n/m,16,30
2011,ECCL,Salford Eccles,Urban Industrial,n/m,n/m,13,25,0,0,3,26
2011,SDY,Sandy Roadside,Urban Traffic,n/m,n/m,-,-,0,n/m,n/m,0
2011,SCN2,Scunthorpe Town,Urban Industrial,n/m,n/m,18,n/m,0,-,n/m,18
2011,SHE2,Sheffield Centre,Urban Background,n/m,n/m,19,28,0,0,2,30
2011,SOUT,Southampton Centre,Urban Background,n/m,n/m,7,27,0,0,1,28
2011,SK5,Southwark A2 Old Kent Road,Urban Traffic,n/m,n/m,31,n/m,-,n/m,n/m,31
2011,HOPE,Stanford-le-Hope Roadside,Urban Traffic,n/m,n/m,18,36,0,0,n/m,36
2011,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,n/m,n/m,3,14,1,n/m,n/m,15
2011,STOK,Stoke-on-Trent Centre,Urban Background,n/m,n/m,13,21,0,n/m,8,26
2011,STOR,Storrington Roadside,Urban Traffic,n/m,n/m,15,22,0,n/m,n/m,23
2011,SWA1,Swansea Roadside,Urban Traffic,n/m,n/m,-,-,1,n/m,n/m,1
2011,THUR,Thurrock,Urban Background,n/m,n/m,25,n/m,0,0,11,31
2011,WAR,Warrington,Urban Background,n/m,n/m,9,19,0,n/m,n/m,19
2011,WREX,Wrexham,Urban Traffic,12,12,n/m,n/m,0,0,n/m,16
2011,YK10,York Bootham,Urban Background,n/m,n/m,8,-,n/m,n/m,n/m,8
2011,YK11,York Fishergate,Urban Traffic,n/m,n/m,-,-,0,n/m,n/m,0
2011,AH,Aston Hill,Rural Background,n/m,n/m,n/m,n/m,0,n/m,17,17
2011,ACTH,Auchencorth Moss,Rural Background,0,0,0,0,-,n/m,6,6
2011,BUSH,Bush Estate,Rural Background,n/m,n/m,n/m,n/m,0,n/m,12,12
2011,MACK,Charlton Mackrell,Rural Background,n/m,n/m,n/m,n/m,0,n/m,22,22
2011,ESK,Eskdalemuir,Rural Background,n/m,n/m,n/m,n/m,0,n/m,10,10
2011,GDF,Great Dun Fell,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,0,0
2011,HAR,Harwell,Rural Background,5,9,9,16,-,0,23,36
2011,HM,High Muffles,Rural Background,n/m,n/m,n/m,n/m,0,n/m,20,20
2011,LB,Ladybower,Rural Background,n/m,n/m,n/m,n/m,0,1,18,19
2011,LERW,Lerwick,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,13,13
2011,LN,Lough Navar,Rural Background,n/m,n/m,-,n/m,n/m,n/m,12,12
2011,LH,Lullington Heath,Rural Background,n/m,n/m,n/m,n/m,0,0,17,17
2011,MKTH,Market Harborough,Rural Background,n/m,n/m,n/m,n/m,0,n/m,7,7
2011,PEMB,Narberth,Rural Background,n/m,n/m,-,n/m,0,0,18,18
2011,ROCH,Rochester Stoke,Rural Background,n/m,n/m,-,15,0,0,12,27
2011,SIB,Sibton,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,29,29
2011,OSY,St Osyth,Rural Background,n/m,n/m,n/m,n/m,0,n/m,11,11
2011,SV,Strathvaich,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,14,14
2011,WEYB,Weybourne,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,42,42
2011,WFEN,Wicken Fen,Rural Background,n/m,n/m,n/m,n/m,0,0,18,18
2011,YW,Yarner Wood,Rural Background,n/m,n/m,n/m,n/m,0,n/m,-,0
2012,ABD,Aberdeen,Urban Background,n/m,n/m,1,2,0,n/m,2,4
2012,ARM6,Armagh Roadside,Urban Traffic,n/m,n/m,1,n/m,0,n/m,n/m,1
2012,BEL2,Belfast Centre,Urban Background,n/m,n/m,7,8,2,0,1,9
2012,BIR1,Birmingham Tyburn,Urban Background,n/m,n/m,9,13,0,0,8,21
2012,BIRT,Birmingham Tyburn Roadside,Urban Traffic,n/m,n/m,13,12,1,n/m,2,17
2012,BRS8,Bristol St Paul's,Urban Background,n/m,n/m,8,17,0,-,5,23
2012,BURY,Bury Roadside,Urban Traffic,n/m,n/m,-,-,-,n/m,n/m,-
2012,CA1,Camden Kerbside,Urban Traffic,n/m,n/m,20,13,19,n/m,n/m,38
2012,CARD,Cardiff Centre,Urban Background,n/m,n/m,5,-,3,0,7,15
2012,CARL,Carlisle Roadside,Urban Traffic,n/m,n/m,3,8,0,n/m,n/m,9
2012,CHAT,Chatham Roadside,Urban Traffic,n/m,n/m,14,18,0,n/m,n/m,19
2012,CHP,Chepstow A48,Urban Traffic,n/m,n/m,3,10,-,n/m,n/m,10
2012,CHS6,Chesterfield,Urban Background,n/m,n/m,-,18,0,n/m,n/m,18
2012,CHS7,Chesterfield Roadside,Urban Traffic,n/m,n/m,12,19,0,n/m,n/m,19
2012,DERY,Derry,Urban Background,n/m,n/m,-,15,0,0,5,20
2012,EB,Eastbourne,Urban Background,n/m,n/m,11,20,0,n/m,n/m,21
2012,ED3,Edinburgh St Leonards,Urban Background,n/m,n/m,-,-,0,0,4,4
2012,GLA3,Glasgow Centre,Urban Background,n/m,n/m,-,-,-,-,-,-
2012,GLA4,Glasgow Kerbside,Urban Traffic,n/m,n/m,-,21,10,n/m,n/m,27
2012,GRAN,Grangemouth,Urban Industrial,n/m,n/m,2,5,0,18,n/m,22
2012,HG1,Haringey Roadside,Urban Traffic,n/m,n/m,11,20,0,n/m,n/m,20
2012,HUL2,Hull Freetown,Urban Background,n/m,n/m,0,2,0,0,4,6
2012,INV2,Inverness,Urban Traffic,1,1,n/m,n/m,0,n/m,n/m,2
2012,LEAM,Leamington Spa,Urban Background,n/m,n/m,4,9,0,0,12,21
2012,LEAR,Leamington Spa Rugby Road,Urban Traffic,n/m,n/m,-,-,-,n/m,n/m,-
2012,LEED,Leeds Centre,Urban Background,n/m,n/m,7,19,0,0,8,27
2012,LED6,Leeds Headingley Kerbside,Urban Traffic,n/m,n/m,18,17,0,n/m,n/m,21
2012,LEIC,Leicester Centre,Urban Background,n/m,n/m,3,15,0,-,3,18
2012,LVP,Liverpool Speke,Urban Industrial,n/m,n/m,4,10,0,0,2,12
2012,CLL2,London Bloomsbury,Urban Background,n/m,n/m,10,21,1,0,7,29
2012,HRL,London Harlington,Urban Industrial,n/m,n/m,12,16,0,n/m,5,21
2012,MY1,London Marylebone Road,Urban Traffic,27,13,23,30,63,0,0,92
2012,KC1,London N. Kensington,Urban Background,11,12,12,19,1,0,14,35
2012,MID,Middlesbrough,Urban Industrial,n/m,n/m,8,9,0,0,4,16
2012,NEWC,Newcastle Centre,Urban Background,n/m,n/m,3,5,0,-,2,7
2012,NPT3,Newport,Urban Background,n/m,n/m,2,6,0,n/m,n/m,6
2012,NO12,Norwich Lakenfields,Urban Background,n/m,n/m,1,9,0,-,9,18
2012,NOTT,Nottingham Centre,Urban Background,n/m,n/m,-,12,0,0,5,17
2012,OX8,Oxford St Ebbes,Urban Background,n/m,n/m,5,10,0,n/m,n/m,10
2012,PLYM,Plymouth Centre,Urban Background,n/m,n/m,8,-,0,n/m,4,12
2012,PT4,Port Talbot Margam,Urban Industrial,10,n/m,11,6,0,0,5,22
2012,PMTH,Portsmouth,Urban Background,n/m,n/m,9,15,0,n/m,8,25
2012,REA1,Reading New Town,Urban Background,n/m,n/m,8,18,0,n/m,13,31
2012,ECCL,Salford Eccles,Urban Industrial,n/m,n/m,6,14,2,0,6,21
2012,SDY,Sandy Roadside,Urban Traffic,n/m,n/m,5,-,0,n/m,n/m,5
2012,SCN2,Scunthorpe Town,Urban Industrial,n/m,n/m,8,n/m,0,0,n/m,8
2012,SHE2,Sheffield Centre,Urban Background,n/m,n/m,12,19,-,-,3,23
2012,SOUT,Southampton Centre,Urban Background,n/m,n/m,11,18,0,0,8,26
2012,SK5,Southwark A2 Old Kent Road,Urban Traffic,n/m,n/m,19,n/m,6,n/m,n/m,24
2012,HOPE,Stanford-le-Hope Roadside,Urban Traffic,n/m,n/m,15,13,0,1,n/m,18
2012,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,n/m,n/m,3,9,0,n/m,n/m,9
2012,STOK,Stoke-on-Trent Centre,Urban Background,n/m,n/m,10,18,0,n/m,5,23
2012,STOR,Storrington Roadside,Urban Traffic,n/m,n/m,9,20,0,n/m,n/m,22
2012,SWA1,Swansea Roadside,Urban Traffic,n/m,n/m,4,8,0,n/m,n/m,8
2012,THUR,Thurrock,Urban Background,n/m,n/m,10,n/m,0,0,8,18
2012,WAR,Warrington,Urban Industrial,n/m,n/m,8,15,0,n/m,n/m,15
2012,WREX,Wrexham,Urban Traffic,4,8,n/m,n/m,0,0,n/m,8
2012,YK10,York Bootham,Urban Background,n/m,n/m,3,9,n/m,n/m,n/m,9
2012,YK11,York Fishergate,Urban Traffic,n/m,n/m,8,14,0,n/m,n/m,17
2012,AH,Aston Hill,Rural Background,n/m,n/m,n/m,n/m,0,n/m,11,11
2012,ACTH,Auchencorth Moss,Rural Background,1,1,1,1,-,n/m,5,6
2012,BUSH,Bush Estate,Rural Background,n/m,n/m,n/m,n/m,0,n/m,7,7
2012,MACK,Charlton Mackrell,Rural Background,n/m,n/m,n/m,n/m,0,n/m,10,10
2012,ESK,Eskdalemuir,Rural Background,n/m,n/m,n/m,n/m,0,n/m,7,7
2012,GDF,Great Dun Fell,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,-,-
2012,HAR,Harwell,Rural Background,2,7,4,10,-,1,13,24
2012,HM,High Muffles,Rural Background,n/m,n/m,n/m,n/m,0,n/m,17,17
2012,LB,Ladybower,Rural Background,n/m,n/m,n/m,n/m,0,0,7,7
2012,LERW,Lerwick,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,-,-
2012,LN,Lough Navar,Rural Background,n/m,n/m,0,n/m,n/m,n/m,8,8
2012,LH,Lullington Heath,Rural Background,n/m,n/m,n/m,n/m,0,0,12,12
2012,MKTH,Market Harborough,Rural Background,n/m,n/m,n/m,n/m,-,n/m,-,-
2012,PEMB,Narberth,Rural Background,n/m,n/m,1,n/m,0,0,7,7
2012,ROCH,Rochester Stoke,Rural Background,n/m,n/m,4,12,0,0,13,25
2012,SIB,Sibton,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,13,13
2012,OSY,St Osyth,Rural Background,n/m,n/m,n/m,n/m,0,n/m,17,17
2012,SV,Strathvaich,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,12,12
2012,WEYB,Weybourne,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,31,31
2012,WFEN,Wicken Fen,Rural Background,n/m,n/m,n/m,n/m,0,0,9,9
2012,YW,Yarner Wood,Rural Background,n/m,n/m,n/m,n/m,0,n/m,25,25
2013,ABD,Aberdeen,Urban Background,n/m,n/m,1,0,-,n/m,0,1
2013,ARM6,Armagh Roadside,Urban Traffic,n/m,n/m,5,n/m,1,n/m,n/m,6
