Year ,Site_id,Region,Site Type,PM10 Daily Measured,PM2.5 Daily Measured,PM10 Hourly Measured,PM2.5 Hourly Measured,NO2,SO2,O3,Total Days
2013,BPLE,Barnstaple A39,Urban Traffic,n/m,n/m,-,-,n/m,n/m,n/m,-
2013,BEL2,Belfast Centre,Urban Background,n/m,n/m,-,3,1,0,1,5
2013,BIR1,Birmingham Tyburn,Urban Background,n/m,n/m,7,11,0,0,11,24
2013,BIRT,Birmingham Tyburn Roadside,Urban Traffic,n/m,n/m,8,15,1,n/m,0,17
2013,BRS8,Bristol St Paul's,Urban Background,n/m,n/m,2,9,0,n/m,8,17
2013,CA1,Camden Kerbside,Urban Traffic,n/m,n/m,7,20,25,n/m,n/m,41
2013,CARD,Cardiff Centre,Urban Background,n/m,n/m,2,8,0,0,4,12
2013,CARL,Carlisle Roadside,Urban Traffic,n/m,n/m,-,5,0,n/m,n/m,5
2013,CHAT,Chatham Roadside,Urban Traffic,n/m,n/m,10,15,0,n/m,n/m,15
2013,CHP,Chepstow A48,Urban Traffic,n/m,n/m,4,9,0,n/m,n/m,9
2013,CHS6,Chesterfield,Urban Background,n/m,n/m,4,-,0,n/m,n/m,4
2013,CHS7,Chesterfield Roadside,Urban Traffic,n/m,n/m,4,9,0,n/m,n/m,12
2013,DERY,Derry,Urban Background,n/m,n/m,1,9,0,0,1,11
2013,EB,Eastbourne,Urban Background,n/m,n/m,-,14,0,n/m,n/m,14
2013,ED3,Edinburgh St Leonards,Urban Background,n/m,n/m,3,3,0,0,1,4
2013,GLA4,Glasgow Kerbside,Urban Traffic,n/m,n/m,3,8,11,n/m,n/m,21
2013,GLKP,Glasgow Townhead,Urban Background,n/m,n/m,-,-,-,n/m,-,-
2013,GRAN,Grangemouth,Urban Industrial,n/m,n/m,0,-,0,4,n/m,4
2013,HG1,Haringey Roadside,Urban Traffic,n/m,n/m,-,20,1,n/m,n/m,20
2013,HUL2,Hull Freetown,Urban Background,n/m,n/m,3,9,0,0,9,19
2013,INV2,Inverness,Urban Traffic,0,0,n/m,n/m,0,n/m,n/m,0
2013,LEAM,Leamington Spa,Urban Background,n/m,n/m,5,11,-,n/m,28,40
2013,LEAR,Leamington Spa Rugby Road,Urban Traffic,n/m,n/m,-,9,0,n/m,n/m,9
2013,LEED,Leeds Centre,Urban Background,n/m,n/m,-,-,0,0,1,1
2013,LED6,Leeds Headingley Kerbside,Urban Traffic,n/m,n/m,3,-,0,n/m,n/m,3
2013,LEIC,Leicester Centre,Urban Background,n/m,n/m,-,-,-,n/m,-,-
2013,LECU,Leicester University,Urban Background,n/m,n/m,-,-,-,n/m,-,-
2013,LVP,Liverpool Speke,Urban Industrial,n/m,n/m,6,10,0,0,3,13
2013,CLL2,London Bloomsbury,Urban Background,n/m,n/m,3,-,0,0,1,4
2013,HRL,London Harlington,Urban Industrial,n/m,n/m,5,12,1,n/m,12,26
2013,MY1,London Marylebone Road,Urban Traffic,19,20,20,18,30,0,0,57
2013,KC1,London N. Kensington,Urban Background,7,6,-,16,0,0,10,27
2013,MID,Middlesbrough,Urban Industrial,n/m,n/m,-,-,0,0,4,4
2013,NEWC,Newcastle Centre,Urban Background,n/m,n/m,2,5,0,n/m,2,7
2013,NPT3,Newport,Urban Background,n/m,n/m,-,6,0,n/m,n/m,6
2013,NO12,Norwich Lakenfields,Urban Background,n/m,n/m,3,12,0,n/m,3,16
2013,NOTT,Nottingham Centre,Urban Background,n/m,n/m,8,9,0,0,4,13
2013,OX8,Oxford St Ebbes,Urban Background,n/m,n/m,-,7,0,n/m,n/m,7
2013,PLYM,Plymouth Centre,Urban Background,n/m,n/m,1,4,0,n/m,4,8
2013,PT4,Port Talbot Margam,Urban Industrial,32,n/m,17,3,0,0,5,39
2013,PMTH,Portsmouth,Urban Background,n/m,n/m,-,11,0,n/m,-,11
2013,REA1,Reading New Town,Urban Background,n/m,n/m,4,5,0,n/m,11,16
2013,ECCL,Salford Eccles,Urban Background,n/m,n/m,5,8,0,n/m,3,13
2013,SASH,Saltash Callington Road,Urban Traffic,n/m,n/m,-,3,n/m,n/m,n/m,3
2013,SDY,Sandy Roadside,Urban Traffic,n/m,n/m,-,9,0,n/m,n/m,9
2013,SCN2,Scunthorpe Town,Urban Industrial,n/m,n/m,15,n/m,1,0,n/m,16
2013,SHE2,Sheffield Centre,Urban Background,n/m,n/m,-,-,-,n/m,-,-
2013,SHDG,Sheffield Devonshire Green,Urban Background,n/m,n/m,-,-,-,n/m,-,-
2013,SOUT,Southampton Centre,Urban Background,n/m,n/m,3,15,0,0,2,17
2013,SK5,Southwark A2 Old Kent Road,Urban Traffic,n/m,n/m,26,n/m,4,n/m,n/m,30
2013,HOPE,Stanford-le-Hope Roadside,Urban Traffic,n/m,n/m,15,14,0,n/m,n/m,22
2013,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,n/m,n/m,5,7,0,n/m,n/m,7
2013,STOK,Stoke-on-Trent Centre,Urban Background,n/m,n/m,4,7,0,n/m,1,8
2013,STOR,Storrington Roadside,Urban Traffic,n/m,n/m,-,17,0,n/m,n/m,17
2013,SWA1,Swansea Roadside,Urban Traffic,n/m,n/m,2,4,0,n/m,n/m,4
2013,THUR,Thurrock,Urban Background,n/m,n/m,3,n/m,0,0,5,8
2013,WAR,Warrington,Urban Industrial,n/m,n/m,7,13,0,n/m,n/m,13
2013,WREX,Wrexham,Urban Traffic,10,9,n/m,n/m,0,0,n/m,14
2013,YK10,York Bootham,Urban Background,n/m,n/m,3,4,n/m,n/m,n/m,4
2013,YK11,York Fishergate,Urban Traffic,n/m,n/m,4,8,0,n/m,n/m,10
2013,AH,Aston Hill,Rural Background,n/m,n/m,n/m,n/m,0,n/m,18,18
2013,ACTH,Auchencorth Moss,Rural Background,-,1,-,-,-,n/m,4,5
2013,BUSH,Bush Estate,Rural Background,n/m,n/m,n/m,n/m,0,n/m,13,13
2013,MACK,Charlton Mackrell,Rural Background,n/m,n/m,n/m,n/m,0,n/m,27,27
2013,ESK,Eskdalemuir,Rural Background,n/m,n/m,n/m,n/m,0,n/m,14,14
2013,GDF,Great Dun Fell,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,5,5
2013,HAR,Harwell,Rural Background,1,4,-,-,-,0,13,17
2013,HM,High Muffles,Rural Background,n/m,n/m,n/m,n/m,0,n/m,17,17
2013,LB,Ladybower,Rural Background,n/m,n/m,n/m,n/m,0,0,6,6
2013,LERW,Lerwick,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,-,-
2013,LN,Lough Navar,Rural Background,n/m,n/m,1,n/m,n/m,n/m,4,5
2013,LH,Lullington Heath,Rural Background,n/m,n/m,n/m,n/m,0,0,10,10
2013,MKTH,Market Harborough,Rural Background,n/m,n/m,n/m,n/m,-,n/m,-,-
2013,PEMB,Narberth,Rural Background,n/m,n/m,2,n/m,0,0,17,19
2013,ROCH,Rochester Stoke,Rural Background,n/m,n/m,3,12,0,0,19,31
2013,SIB,Sibton,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,19,19
2013,OSY,St Osyth,Rural Background,n/m,n/m,n/m,n/m,0,n/m,17,17
2013,SV,Strathvaich,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,19,19
2013,WEYB,Weybourne,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,32,32
2013,WFEN,Wicken Fen,Rural Background,n/m,n/m,n/m,n/m,-,-,27,27
2013,YW,Yarner Wood,Rural Background,n/m,n/m,n/m,n/m,0,n/m,18,18
2014,ABD,Aberdeen,Urban Background,n/m,n/m,0,0,0,n/m,0,0
2014,ARM6,Armagh Roadside,Urban Traffic,n/m,n/m,-,n/m,-,n/m,n/m,-
2014,BPLE,Barnstaple A39,Urban Traffic,n/m,n/m,1,4,n/m,n/m,n/m,4
2014,BEL2,Belfast Centre,Urban Background,n/m,n/m,5,4,-,0,0,6
2014,BEL1,Belfast Stockman's Lane,Urban Traffic,n/m,n/m,-,n/m,-,n/m,n/m,-
2014,BIR1,Birmingham Tyburn,Urban Background,n/m,n/m,5,9,0,0,7,17
2014,BIRT,Birmingham Tyburn Roadside,Urban Traffic,n/m,n/m,5,13,1,n/m,2,15
2014,BRS8,Bristol St Paul's,Urban Background,n/m,n/m,4,-,0,n/m,9,13
2014,CA1,Camden Kerbside,Urban Traffic,n/m,n/m,8,13,12,n/m,n/m,27
2014,CARD,Cardiff Centre,Urban Background,n/m,n/m,3,7,0,0,5,13
2014,CARL,Carlisle Roadside,Urban Traffic,n/m,n/m,-,5,0,n/m,n/m,5
2014,CHAT,Chatham Roadside,Urban Traffic,n/m,n/m,14,19,0,n/m,n/m,20
2014,CHP,Chepstow A48,Urban Traffic,n/m,n/m,1,6,0,n/m,n/m,6
2014,CHS6,Chesterfield,Urban Background,n/m,n/m,-,-,-,n/m,n/m,-
2014,CHS7,Chesterfield Roadside,Urban Traffic,n/m,n/m,10,9,0,n/m,n/m,12
2014,DERY,Derry,Urban Background,n/m,n/m,0,7,0,-,0,7
2014,EA8,Ealing Horn Lane,Urban Traffic,n/m,n/m,-,n/m,n/m,n/m,n/m,-
2014,EB,Eastbourne,Urban Background,n/m,n/m,6,8,0,n/m,n/m,9
2014,ED3,Edinburgh St Leonards,Urban Background,n/m,n/m,-,-,-,-,-,-
2014,GLA4,Glasgow Kerbside,Urban Traffic,n/m,n/m,-,-,7,n/m,n/m,7
2014,GLKP,Glasgow Townhead,Urban Background,n/m,n/m,0,1,0,n/m,3,4
2014,GRAN,Grangemouth,Urban Industrial,n/m,n/m,0,3,0,2,n/m,5
2014,HG1,Haringey Roadside,Urban Traffic,n/m,n/m,-,13,-,n/m,n/m,13
2014,HUL2,Hull Freetown,Urban Background,n/m,n/m,4,10,0,0,5,15
2014,INV2,Inverness,Urban Traffic,0,0,n/m,n/m,0,n/m,n/m,0
2014,LEAM,Leamington Spa,Urban Background,n/m,n/m,2,10,0,n/m,9,19
2014,LEAR,Leamington Spa Rugby Road,Urban Traffic,n/m,n/m,-,2,0,n/m,n/m,2
2014,LEED,Leeds Centre,Urban Background,n/m,n/m,6,10,0,0,3,14
2014,LED6,Leeds Headingley Kerbside,Urban Traffic,n/m,n/m,14,13,0,n/m,n/m,17
2014,LECU,Leicester University,Urban Background,n/m,n/m,-,9,0,n/m,9,18
2014,LVP,Liverpool Speke,Urban Industrial,n/m,n/m,6,8,0,0,2,11
2014,CLL2,London Bloomsbury,Urban Background,n/m,n/m,8,18,0,0,1,20
2014,HRL,London Harlington,Urban Industrial,n/m,n/m,5,15,0,n/m,8,25
2014,MY1,London Marylebone Road,Urban Traffic,16,14,11,21,36,0,0,56
2014,KC1,London N. Kensington,Urban Background,4,6,-,11,0,0,9,23
2014,MID,Middlesbrough,Urban Industrial,n/m,n/m,-,8,0,0,4,12
2014,NEWC,Newcastle Centre,Urban Background,n/m,n/m,1,4,0,n/m,-,4
2014,NPT3,Newport,Urban Background,n/m,n/m,1,4,1,n/m,n/m,5
2014,NO12,Norwich Lakenfields,Urban Background,n/m,n/m,0,2,0,n/m,5,7
2014,NOTT,Nottingham Centre,Urban Background,n/m,n/m,8,9,1,0,3,15
2014,OX8,Oxford St Ebbes,Urban Background,n/m,n/m,-,-,0,n/m,n/m,0
2014,PLYM,Plymouth Centre,Urban Background,n/m,n/m,2,-,0,n/m,4,6
2014,PT4,Port Talbot Margam,Urban Industrial,20,n/m,11,-,0,0,7,30
2014,PMTH,Portsmouth,Urban Background,n/m,n/m,-,7,-,n/m,10,17
2014,REA1,Reading New Town,Urban Background,n/m,n/m,3,-,0,n/m,6,9
2014,ECCL,Salford Eccles,Urban Background,n/m,n/m,5,13,0,n/m,n/m,14
2014,SASH,Saltash Callington Road,Urban Traffic,n/m,n/m,2,-,n/m,n/m,n/m,2
2014,SDY,Sandy Roadside,Urban Traffic,n/m,n/m,-,8,0,n/m,n/m,8
2014,SCN2,Scunthorpe Town,Urban Industrial,n/m,n/m,15,n/m,2,0,n/m,17
2014,SHDG,Sheffield Devonshire Green,Urban Background,n/m,n/m,-,11,0,n/m,4,15
2014,SOUT,Southampton Centre,Urban Background,n/m,n/m,5,12,0,0,2,15
2014,SK5,Southwark A2 Old Kent Road,Urban Traffic,n/m,n/m,-,n/m,-,n/m,n/m,-
2014,HOPE,Stanford-le-Hope Roadside,Urban Traffic,n/m,n/m,7,14,0,n/m,n/m,17
2014,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,n/m,n/m,6,7,0,n/m,n/m,8
2014,STOK,Stoke-on-Trent Centre,Urban Background,n/m,n/m,8,10,0,n/m,3,15
2014,STOR,Storrington Roadside,Urban Traffic,n/m,n/m,-,6,-,n/m,n/m,6
2014,SWA1,Swansea Roadside,Urban Traffic,n/m,n/m,2,5,1,n/m,n/m,6
2014,THUR,Thurrock,Urban Background,n/m,n/m,8,n/m,0,0,3,11
2014,WAR,Warrington,Urban Industrial,n/m,n/m,4,10,0,n/m,n/m,11
2014,WREX,Wrexham,Urban Traffic,7,7,n/m,n/m,0,0,n/m,9
2014,YK10,York Bootham,Urban Background,n/m,n/m,4,6,n/m,n/m,n/m,6
2014,YK11,York Fishergate,Urban Traffic,n/m,n/m,7,8,0,n/m,n/m,9
2014,AH,Aston Hill,Rural Background,n/m,n/m,n/m,n/m,0,n/m,10,10
2014,ACTH,Auchencorth Moss,Rural Background,0,0,0,0,n/m,n/m,1,1
2014,BUSH,Bush Estate,Rural Background,n/m,n/m,n/m,n/m,0,n/m,2,2
2014,MACK,Charlton Mackrell,Rural Background,n/m,n/m,n/m,n/m,0,n/m,8,8
2014,ESK,Eskdalemuir,Rural Background,n/m,n/m,n/m,n/m,0,n/m,7,7
2014,GDF,Great Dun Fell,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,7,7
2014,HAR,Harwell,Rural Background,2,1,-,6,0,0,10,16
2014,HM,High Muffles,Rural Background,n/m,n/m,n/m,n/m,0,n/m,12,12
2014,LB,Ladybower,Rural Background,n/m,n/m,n/m,n/m,0,0,2,2
2014,LERW,Lerwick,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,-,-
2014,LN,Lough Navar,Rural Background,n/m,n/m,1,n/m,n/m,n/m,0,1
2014,LH,Lullington Heath,Rural Background,n/m,n/m,n/m,n/m,-,0,6,6
2014,MKTH,Market Harborough,Rural Background,n/m,n/m,n/m,n/m,0,n/m,18,18
2014,PEMB,Narberth,Rural Background,n/m,n/m,1,n/m,0,0,2,3
2014,ROCH,Rochester Stoke,Rural Background,n/m,n/m,6,17,0,-,13,29
2014,SIB,Sibton,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,8,8
2014,OSY,St Osyth,Rural Background,n/m,n/m,n/m,n/m,0,n/m,8,8
2014,SV,Strathvaich,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,16,16
2014,WEYB,Weybourne,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,19,19
2014,WFEN,Wicken Fen,Rural Background,n/m,n/m,n/m,n/m,-,-,3,3
2014,YW,Yarner Wood,Rural Background,n/m,n/m,n/m,n/m,0,n/m,10,10
2015,ABD,Aberdeen,Urban Background,n/m,n/m,4,3,1,n/m,3,9
2015,ARM6,Armagh Roadside,Urban Traffic,n/m,n/m,-,n/m,-,n/m,n/m,-
2015,BPLE,Barnstaple A39,Urban Traffic,n/m,n/m,4,3,n/m,n/m,n/m,5
2015,BEL2,Belfast Centre,Urban Background,n/m,n/m,2,4,1,0,1,6
2015,BEL1,Belfast Stockman's Lane,Urban Traffic,n/m,n/m,4,n/m,5,n/m,n/m,9
2015,BIR1,Birmingham Tyburn,Urban Background,n/m,n/m,2,4,0,0,7,13
2015,BIRT,Birmingham Tyburn Roadside,Urban Traffic,n/m,n/m,5,6,1,n/m,4,12
2015,BRS8,Bristol St Paul's,Urban Background,n/m,n/m,3,8,0,n/m,4,12
2015,BURW,Bury Whitefield Roadside,Urban Traffic,n/m,n/m,4,-,-,n/m,n/m,4
2015,CA1,Camden Kerbside,Urban Traffic,n/m,n/m,5,9,9,n/m,n/m,20
2015,CARD,Cardiff Centre,Urban Background,n/m,n/m,3,6,0,0,3,10
2015,CARL,Carlisle Roadside,Urban Traffic,n/m,n/m,5,6,0,n/m,n/m,10
2015,CHAT,Chatham Roadside,Urban Traffic,n/m,n/m,4,6,0,n/m,n/m,8
2015,CHP,Chepstow A48,Urban Traffic,n/m,n/m,3,6,2,n/m,n/m,9
2015,CHLG,Chesterfield Loundsley Green,Urban Background,n/m,n/m,1,-,-,n/m,n/m,1
2015,CHS7,Chesterfield Roadside,Urban Traffic,n/m,n/m,6,7,0,n/m,n/m,9
2015,DERY,Derry,Urban Background,n/m,n/m,1,7,0,0,1,8
2015,EA8,Ealing Horn Lane,Urban Traffic,n/m,n/m,-,n/m,n/m,n/m,n/m,-
2015,EB,Eastbourne,Urban Background,n/m,n/m,1,-,0,n/m,n/m,1
2015,ED3,Edinburgh St Leonards,Urban Background,n/m,n/m,1,2,-,0,3,5
2015,GHSR,Glasgow High Street,Urban Traffic,n/m,n/m,2,0,0,n/m,n/m,2
2015,GLKP,Glasgow Townhead,Urban Background,n/m,n/m,0,0,0,n/m,2,2
2015,GRAN,Grangemouth,Urban Industrial,n/m,n/m,0,2,0,1,n/m,3
2015,HULR,Hull Holderness Road,Urban Traffic,n/m,n/m,4,n/m,0,n/m,n/m,4
2015,INV2,Inverness,Urban Traffic,0,0,n/m,n/m,-,n/m,n/m,0
2015,LEAM,Leamington Spa,Urban Background,n/m,n/m,4,9,0,n/m,7,18
2015,LEAR,Leamington Spa Rugby Road,Urban Traffic,n/m,n/m,1,6,0,n/m,n/m,6
2015,LEED,Leeds Centre,Urban Background,n/m,n/m,11,10,0,0,2,15
2015,LED6,Leeds Headingley Kerbside,Urban Traffic,n/m,n/m,11,9,0,n/m,n/m,13
2015,LEIR,Leicester A594 Roadside,Urban Traffic,n/m,n/m,-,n/m,-,n/m,n/m,-
2015,LECU,Leicester University,Urban Background,n/m,n/m,-,6,0,n/m,10,16
2015,LVP,Liverpool Speke,Urban Industrial,n/m,n/m,1,4,0,0,3,7
2015,CLL2,London Bloomsbury,Urban Background,n/m,n/m,-,8,0,0,2,10
2015,HRL,London Harlington,Urban Industrial,n/m,n/m,3,7,0,n/m,6,14
2015,MY1,London Marylebone Road,Urban Traffic,11,7,10,10,30,0,0,43
2015,KC1,London N. Kensington,Urban Background,2,4,5,10,0,0,5,16
2015,MID,Middlesbrough,Urban Industrial,n/m,n/m,5,5,0,0,3,10
2015,NEWC,Newcastle Centre,Urban Background,n/m,n/m,4,-,0,n/m,1,5
2015,NPT3,Newport,Urban Background,n/m,n/m,-,4,0,n/m,n/m,4
2015,NO12,Norwich Lakenfields,Urban Background,n/m,n/m,5,4,0,n/m,5,12
2015,NOTT,Nottingham Centre,Urban Background,n/m,n/m,5,5,0,0,3,10
2015,OX8,Oxford St Ebbes,Urban Background,n/m,n/m,1,3,0,n/m,n/m,4
2015,PLYM,Plymouth Centre,Urban Background,n/m,n/m,2,-,0,n/m,4,6
2015,PT4,Port Talbot Margam,Urban Industrial,35,n/m,24,3,0,1,6,44
2015,PMTH,Portsmouth,Urban Background,n/m,n/m,-,5,0,n/m,4,9
2015,REA1,Reading New Town,Urban Background,n/m,n/m,2,2,0,n/m,4,7
2015,ECCL,Salford Eccles,Urban Background,n/m,n/m,3,9,0,n/m,n/m,11
2015,SASH,Saltash Callington Road,Urban Traffic,n/m,n/m,2,3,n/m,n/m,n/m,4
2015,SDY,Sandy Roadside,Urban Traffic,n/m,n/m,-,8,0,n/m,n/m,8
2015,SCN2,Scunthorpe Town,Urban Industrial,n/m,n/m,15,n/m,0,0,n/m,15
2015,SHDG,Sheffield Devonshire Green,Urban Background,n/m,n/m,-,-,-,n/m,-,-
2015,SOUT,Southampton Centre,Urban Background,n/m,n/m,3,5,2,0,2,10
2015,SK5,Southwark A2 Old Kent Road,Urban Traffic,n/m,n/m,-,n/m,-,n/m,n/m,-
2015,HOPE,Stanford-le-Hope Roadside,Urban Traffic,n/m,n/m,-,4,0,n/m,n/m,4
2015,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,n/m,n/m,3,11,0,n/m,n/m,12
2015,STKR,Stoke-on-Trent A50 Roadside,Urban Traffic,n/m,n/m,-,n/m,-,n/m,n/m,-
2015,STOK,Stoke-on-Trent Centre,Urban Background,n/m,n/m,-,7,0,n/m,4,11
2015,STOR,Storrington Roadside,Urban Traffic,n/m,n/m,2,5,0,n/m,n/m,6
2015,SWA1,Swansea Roadside,Urban Traffic,n/m,n/m,2,5,0,n/m,n/m,6
2015,THUR,Thurrock,Urban Background,n/m,n/m,2,n/m,0,0,4,6
2015,WAR,Warrington,Urban Industrial,n/m,n/m,1,7,0,n/m,n/m,8
2015,WREX,Wrexham,Urban Traffic,3,3,n/m,n/m,0,0,n/m,3
2015,YK10,York Bootham,Urban Background,n/m,n/m,4,7,n/m,n/m,n/m,9
2015,YK11,York Fishergate,Urban Traffic,n/m,n/m,7,13,0,n/m,n/m,14
2015,AH,Aston Hill,Rural Background,n/m,n/m,n/m,n/m,0,n/m,9,9
2015,ACTH,Auchencorth Moss,Rural Background,0,0,-,0,n/m,n/m,7,7
2015,BUSH,Bush Estate,Rural Background,n/m,n/m,n/m,n/m,0,n/m,7,7
2015,MACK,Charlton Mackrell,Rural Background,n/m,n/m,n/m,n/m,0,n/m,10,10
2015,ESK,Eskdalemuir,Rural Background,n/m,n/m,n/m,n/m,0,n/m,8,8
2015,GDF,Great Dun Fell,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,-,-
2015,HAR,Harwell,Rural Background,2,3,2,4,0,0,10,15
2015,HM,High Muffles,Rural Background,n/m,n/m,n/m,n/m,0,n/m,13,13
2015,LB,Ladybower,Rural Background,n/m,n/m,n/m,n/m,-,-,-,-
2015,LERW,Lerwick,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,8,8
2015,LN,Lough Navar,Rural Background,n/m,n/m,0,n/m,n/m,n/m,7,7
2015,LH,Lullington Heath,Rural Background,n/m,n/m,n/m,n/m,-,0,12,12
